Codigo,Nombre_base,CodigoEstado_base,CodigoProveedorConsultado,FechaConsulta,Nombre_detalle,CodigoEstado_detalle,Estado,CodigoLicitacion,Descripcion,CodigoTipo,Tipo,TipoMoneda,CodigoEstadoProveedor,EstadoProveedor,TieneItems,PromedioCalificacion,CantidadEvaluacion,Descuentos,Cargos,TotalNeto,PorcentajeIva,Impuestos,Total,Financiamiento,Pais,TipoDespacho,FormaPago,Fechas.FechaCreacion,Fechas.FechaEnvio,Fechas.FechaAceptacion,Fechas.FechaCancelacion,Fechas.FechaUltimaModificacion,Comprador.CodigoOrganismo,Comprador.NombreOrganismo,Comprador.RutUnidad,Comprador.CodigoUnidad,Comprador.NombreUnidad,Comprador.Actividad,Comprador.DireccionUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.Pais,Comprador.NombreContacto,Comprador.CargoContacto,Comprador.FonoContacto,Comprador.MailContacto,Proveedor.Codigo,Proveedor.Nombre,Proveedor.Actividad,Proveedor.CodigoSucursal,Proveedor.NombreSucursal,Proveedor.RutSucursal,Proveedor.Direccion,Proveedor.Comuna,Proveedor.Region,Proveedor.Pais,Proveedor.NombreContacto,Proveedor.CargoContacto,Proveedor.FonoContacto,Proveedor.MailContacto,Items.Cantidad,Items.Listado,CategoriaProducto,FechaProcesamiento,Tipo_base,Estado_base,CodigoOrganismoPublico_base,NombreOrganismoPublico_base,FechaCreacion,FechaCierre,Tipo_detalle,Estado_detalle,NombreProductoGenerico,EspecificacionComprador,EspecificacionProveedor,CodigoOrganismoPublico_detalle,NombreOrganismoPublico_detalle,Monto,CodigoOrganismoPublico,NombreOrganismoPublico
1643-681-CM26,COLACIONES TURNO NOCHE FEBRERO 2026,12,27693,2026-04-14,COLACIONES TURNO NOCHE FEBRERO 2026,12,Recepción Conforme,,Orden de Compra codigo: 1643-681-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,429412.0,0.0,8588235.0,19.0,1550176.0,9709000.0,,CL,12,2,2026-03-23T16:38:19.19,2026-03-23T16:45:07.543,2026-03-24T14:55:23.803,,2026-03-23T16:52:00,7457,SERVICIO NACIONAL DE SALUD HOSPITAL DE T,61.602.122-2,2639,Hospital de Talagante,HOSPITALES Y CLINICAS,Balmaceda 1458,Talagante,Región Metropolitana de Santiago,CL,Vanessa Adasme,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 8588235.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 8588235.0}]",ALIMENTACION,2026-04-14T13:34:43.808174,,,,,,,,,,,,,,,,
1965-149-SE26,D.R. SERVICIO DE SALA CUNA MES DE MARZO 2026,12,27693,2026-04-14,D.R. SERVICIO DE SALA CUNA MES DE MARZO 2026,12,Recepción Conforme,1965-41-LE24,"D.R- SERVICIO DE ADMINISTRACIÓN DE SALA CUNA DESDE 1965-41-LE24
ENVIAR DTE A CASILLA:DIPRESRECEPCION@CUSTODIUM.COM",8,SE,CLP,7,Recepción Conforme,1,4.767676767676767,99,0.0,0.0,1418000.0,0.0,0.0,1418000.0,,CL,22,2,2026-04-01T12:40:35.843,2026-04-06T09:44:44.777,2026-04-06T11:59:22.017,,2026-04-01T15:39:00,6925,DIRECCION GENERAL DE GENDARMERIA DE CHIL,61.004.054-3,2960,Región de Magallanes,Gubernamental,Jorge Montt N°710,Punta Arenas,Región de Magallanes y de la Antártica,CL,Rony Lorenzo Trabol PLaza,Operador de Compras,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,2,"[{'Correlativo': 1, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': '', 'EspecificacionProveedor': 'MENSUALIDAD SALA CUNA HAPPY PLACE', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 498000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 498000.0}, {'Correlativo': 2, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': '', 'EspecificacionProveedor': 'MENSUALIDAD JARDIN INFANTIL TURRÓN', 'Cantidad': 2.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 460000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 920000.0}]",SALA CUNA,2026-04-14T19:31:38.291117,,,,,,,,,,,,,,,,
2859-59-SE25,ORDEN DE COMPRA DESDE 2859-1-LQ25,12,27693,2026-04-14,ORDEN DE COMPRA DESDE 2859-1-LQ25,12,Recepción Conforme,2859-1-LQ25,ADMINISTRACIÓN DE CONVENIO DE SALAS CUNA DESDE 2859-1-LQ25,8,SE,CLP,7,Recepción Conforme,1,4.767676767676767,99,0.0,0.0,168067227.0,19.0,31932773.0,200000000.0,12628,CL,22,2,2025-01-29T16:36:01.157,2025-04-09T09:36:46.86,2025-04-09T17:53:11.7,,2025-04-09T09:35:00,103916,UNIVERSIDAD DE ATACAMA,71.236.700-8,3845,SECCIÓN ABASTECIMIENTO,UNIVERSIDADES,COPAYAPU Nº 485 COPIAPÓ,Copiapó,Región de Atacama ,CL,Mariana Andrea Albarnez Rodríguez,Gestora de Compra,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': 'SERVICIO DE ADMINISTRACIÓN DE CONVENIO DE SALAS CUNAS PARA LA UNIVERSIDAD DE ATACAMA, PERIODO 2025-2027.', 'EspecificacionProveedor': 'Se presenta oferta Edenred Chile S.A. conforme Bases Administrativas y Técnicas, se ingresa monto referencial 1 en atención a la naturaleza del servicio y los numerales 8.3. de las bases administrativas y anexo económico observacion', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 168067227.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 168067227.0}]",ALIMENTACION,2026-04-14T17:27:10.284674,,,,,,,,,,,,,,,,
3495-66-CM26,Adquisición de 196 Gift Card de calzado DSM Vilcun ,12,27693,2026-04-14,Adquisición de 196 Gift Card de calzado DSM Vilcun ,12,Recepción Conforme,,"Adquisición de 196 Gift Card de calzado DSM Vilcun
Giftcard al portador por un monto de $90.909
Para compras presenciales y a través de internet
SP 5746 / PO 100
Vigencia 1 año
",9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,2138182.0,0.0,17818182.0,0.0,0.0,15680000.0,,CL,12,2,2026-03-31T15:58:35.76,2026-03-31T16:06:38.68,2026-03-31T17:52:00.263,,2026-03-31T16:07:00,115009,I MUNICIPALIDAD DE VILCUN,69.190.800-3,4416,Departamento Salud,OTROS CULTIVOS N.C.P.| CRIA DE PORCINOS| GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| ESTABLECIMIENTOS DE ENSENANZA PRIMARIA| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA,PRAT N°481,Vilcún,Región de la Araucanía ,CL,José Ignacio Inostroza Inostroza,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 17818182.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 17818182.0}]",VESTUARIO_Y_CALZADO,2026-04-14T14:36:35.419223,,,,,,,,,,,,,,,,
3950-533-CM26,"Recarga Tarjeta de Alimentación Edenred mes de marzo, Funcionarios de rondas, administrativos y Postas",6,27693,2026-04-14,"Recarga Tarjeta de Alimentación Edenred mes de marzo, Funcionarios de rondas, administrativos y Postas",4,Enviada a proveedor,,Orden de Compra codigo: 3950-533-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,1,Nueva orden de compra,1,4.767676767676767,99,509454.0,0.0,10189075.0,19.0,1839128.0,11518749.0,,CL,12,2,2026-04-14T14:15:20.727,2026-04-14T14:38:05.847,,,2026-04-14T14:51:00,118628,DIRECCION SALUD RURAL,61.974.600-7,4870,Dirección de Salud Rural,,Diego Portales N º 61,Coyhaique,Región Aysén del General Carlos Ibáñez del Campo,CL,Veronica Del Carmen Cordero Godoy,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 10189075.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 10189075.0}]",ALIMENTACION,2026-04-14T19:31:38.291117,,,,,,,,,,,,,,,,
4291-318-SE26,SERVICIO SALA CUNA ABRIL 2026,6,27693,2026-04-14,SERVICIO SALA CUNA ABRIL 2026,4,Enviada a proveedor,4291-79-LQ25,"""Es imprescindible que la OC sea ACEPTADA en sistema Mercado Público¨
SASERDIR 64901 * OCSERVI 59706 * CR. 2001 * JENNY FERNANDEZ
1.- Enviar factura: marcelo.orellana@uantof.cl - Fono: 552 63 7128.
2.- Consulta de pagos: veronica.nunez@uantof.cl - Fono: 552 63 7186 mirian.gonzalez.puca@uantof.cl o jefe.finanzas@uantof.cl - Fonos:
552 63 7125 – 552 63 7126.
3.- Recepción Bodega: Lunes a Viernes de 08:00 a 13:00 horas, Av. Universidad de Antofagasta N° 02800 - Correo: juan.bujes@uantof.cl
Fono: 552 63 7895 – 552 63 7896.
4.- Para gestión de pago enviar los siguientes antecedentes: (Banco/Tipo cuenta/N°Cuenta/Rut/Razón Social)",8,SE,CLP,1,Nueva orden de compra,1,4.767676767676767,99,0.0,0.0,3986000.0,0.0,0.0,3986000.0,2001,CL,7,2,2026-04-14T10:35:03.45,2026-04-14T10:41:40.273,,,2026-04-14T10:39:00,130585,UNIVERSIDAD DE ANTOFAGASTA,70.791.800-4,5209,Universidad de Antofagasta,UNIVERSIDADES| HOSPITALES Y CLINICAS,AVDA. ANGAMOS 601,Antofagasta,Región de Antofagasta ,CL,Carmen Gloria San Martín Delgado,OPERADORA DE COMPRAS,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 91111900, 'Categoria': 'Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos', 'CodigoProducto': 91111901, 'Producto': 'Jardines infantiles o salas cunas', 'EspecificacionComprador': '', 'EspecificacionProveedor': 'SERVICIO SALA CUNA\r\nABRIL 2026', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 3986000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 3986000.0}]",SALA CUNA,2026-04-14T15:27:57.543427,,,,,,,,,,,,,,,,
5701-33-CM26,ALIMENTACION ABRIL AÑO 2026,9,27693,2026-04-14,ALIMENTACION ABRIL AÑO 2026,4,Enviada a proveedor,,Orden de Compra codigo: 5701-33-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,1,Nueva orden de compra,1,4.767676767676767,99,734223.0,0.0,14684454.0,19.0,2650544.0,16600775.0,368,CL,12,2,2026-04-09T17:09:06.77,2026-04-14T17:05:43.37,,,2026-04-14T17:09:00,113812,DIRECCION DE LOGISTICA DE CARABINEROS,60.505.000-K,286974,Secc. Desarr. Profesional,,Av. L. B. O'higgins 1196,Alhué,Región Metropolitana de Santiago,CL,RODRIGO ANTONIO SEPULVEDA TORRES,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 14684454.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 14684454.0}]",ALIMENTACION,2026-04-14T21:18:14.493632,,,,,,,,,,,,,,,,
707428-43-SE26,Gran Compra de Alimentacion: 81353 ,6,27693,2026-04-14,Gran Compra de Alimentacion: 81353 ,4,Enviada a proveedor,,"Fundación Integra, requiere contratar el servicio de administración del beneficio de alimentación para un número aproximado de 145 
trabajadores y trabajadoras de Oficina Regional Metropolitana Sur Oriente",8,SE,CLP,1,Nueva orden de compra,1,4.767676767676767,99,5059708.0,0.0,101194162.0,19.0,18265546.0,114400000.0,,CL,12,2,2026-04-14T11:43:50.677,2026-04-14T12:33:37.36,,,2026-04-14T12:02:00,1172700,FUNDACION EDUCACIONAL PARA EL DESAROLLO INTEGRAL DE LA NIÑEZ,70.574.900-0,707428,Regional Sur-Oriente,Est. Enseñ. Pre-Escolar,Profesor Carlos Porter 23,Santiago,Región Metropolitana de Santiago,CL,Danisa Salome Becerra Toro,Analista Abastecimiento,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93151500, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Administración y finanzas públicas / Administración pública', 'CodigoProducto': 93151507, 'Producto': 'Procedimientos o servicios administrativos', 'EspecificacionComprador': '', 'EspecificacionProveedor': '', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 101194162.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 101194162.0}]",ALIMENTACION,2026-04-14T17:27:10.284674,,,,,,,,,,,,,,,,
1057389-1859-CM26,Recarga tarjeta alimentación Marzo.,12,27693,2026-04-14,Recarga tarjeta alimentación Marzo.,12,Recepción Conforme,,"Campo 801 “Folio de Referencia"" informar OC sin anteponer números ni palabras: xxxxxxx-xx-xx26
Enviar archivo XML a la casilla de intercambio: dipresrecepcion@custodium.com 
Tarea: 8680
Observación: Recarga tarjeta alimentación Marzo.",9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,3087130.0,0.0,61742592.0,19.0,11144538.0,69800000.0,,CL,12,2,2026-04-08T09:39:57.03,2026-04-08T09:56:10.137,2026-04-08T15:23:12.193,,2026-04-08T09:43:00,7288,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL VICTORIA,61.602.229-6,1057389,Bienes y Servicios,Bienes y Servicios,Avda Dartnell N°1100,Victoria,Región de la Araucanía ,CL,Maria  Arevalo Cantero,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 61742592.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 61742592.0}]",ALIMENTACION,2026-04-14T14:36:35.419223,,,,,,,,,,,,,,,,
1395865-68-CM26,ADQUISICIÓN 27 GIFT CARD PARA CHAQUETAS PERSONAL ASOCIACIÓN PATRIMONIAL CULTURAL REGIÓN DE LOS RÍOS,6,27693,2026-04-14,ADQUISICIÓN 27 GIFT CARD PARA CHAQUETAS PERSONAL ASOCIACIÓN PATRIMONIAL CULTURAL REGIÓN DE LOS RÍOS,6,Aceptada,,"Orden de Compra codigo: 1395865-68-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA
CORRESPONDIENTE A 27 GIFT CARD  PARA AQUISICIÓN DE CHAQUETAS PERSONAL ASOCIACIÓN PATRIMONIAL CULTURAL REGIÓN DE LOS RÍOS. POR UN MONTO DE $100.000.- CADA UNA.",9,CM,CLP,4,Aceptada,1,4.767676767676767,99,324000.0,0.0,2700000.0,0.0,0.0,2376000.0,,CL,12,2,2026-04-13T16:14:21.223,2026-04-13T16:21:33.007,2026-04-14T10:39:16.71,,2026-04-13T16:21:00,1978401,ASOCIACIÓN PATRIMONIAL CULTURAL DE LA REGION DE LOS RIOS,65.189.089-6,1395865,Unidad de Adquisiciones,,CHACABUCO 210,Valdivia,Región de Los Ríos,CL,YANIRA DEL PILAR CASTILLO HENRÍQUEZ,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 2700000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 2700000.0}]",VESTUARIO_Y_CALZADO,2026-04-14T15:27:57.543427,,,,,,,,,,,,,,,,
1950-947-CM26,(fsc) Orden de Compra: 1950-947-CM26,6,27693,2026-04-14,(fsc) Orden de Compra: 1950-947-CM26,4,Enviada a proveedor,,"1.- Orden de Compra codigo: 1950-947-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA
2.- SOLICITUD DE ADQUISICION N° 633 SOLICITADO POR PATRICIO RAMIREZ CON V°B° POR SUBDIRECCION ADMINISTRATIVA
3.- ITEM 22.01.001.002",9,CM,CLP,1,Nueva orden de compra,1,4.767676767676767,99,1857550.0,0.0,37151000.0,19.0,6705756.0,41999206.0,,CL,12,2,2026-04-14T11:14:50.237,2026-04-14T11:19:38.78,,,2026-04-14T11:18:00,7048,SERVICIO SALUD ARAUCANIA SUR HOSPITAL PITRUFQUEN,61.602.238-5,2945,Hospital Pitrufquén,SALUD,Pedro León Gallo Sur 355,Pitrufquén,Región de la Araucanía ,CL,FRANCISCO SANCHEZ CATRILAF,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 37151000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 37151000.0}]",ALIMENTACION,2026-04-14T15:27:57.543427,,,,,,,,,,,,,,,,
1289649-18-CM26,Orden de Compra: 1289649-18-CM26,6,27693,2026-04-14,Orden de Compra: 1289649-18-CM26,6,Aceptada,,Orden de Compra codigo: 1289649-18-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,4,Aceptada,1,4.767676767676767,99,360000.0,0.0,3000000.0,0.0,0.0,2640000.0,,CL,12,2,2026-04-13T15:21:28.157,2026-04-13T15:27:40.5,2026-04-14T09:18:14.93,,2026-04-13T15:28:00,7011,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,60.905.000-4,1289649,DIRECCIÓN REGIONAL DE COQUIMBO,PATRIMONIO CULTURAL,"Arturo  Prat 260, La Serena",La Serena,Región de Coquimbo ,CL,Teresa de Jesus Gonzalez Carvajal,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 3000000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 3000000.0}]",VESTUARIO_Y_CALZADO,2026-04-14T13:34:43.808174,,,,,,,,,,,,,,,,
