Codigo,Nombre,CodigoEstado,Estado,CodigoLicitacion,Descripcion,CodigoTipo,Tipo,TipoMoneda,CodigoEstadoProveedor,EstadoProveedor,TieneItems,PromedioCalificacion,CantidadEvaluacion,Descuentos,Cargos,TotalNeto,PorcentajeIva,Impuestos,Total,Financiamiento,Pais,TipoDespacho,FormaPago,Fechas.FechaCreacion,Fechas.FechaEnvio,Fechas.FechaAceptacion,Fechas.FechaCancelacion,Fechas.FechaUltimaModificacion,Comprador.CodigoOrganismo,Comprador.NombreOrganismo,Comprador.RutUnidad,Comprador.CodigoUnidad,Comprador.NombreUnidad,Comprador.Actividad,Comprador.DireccionUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.Pais,Comprador.NombreContacto,Comprador.CargoContacto,Comprador.FonoContacto,Comprador.MailContacto,Proveedor.Codigo,Proveedor.Nombre,Proveedor.Actividad,Proveedor.CodigoSucursal,Proveedor.NombreSucursal,Proveedor.RutSucursal,Proveedor.Direccion,Proveedor.Comuna,Proveedor.Region,Proveedor.Pais,Proveedor.NombreContacto,Proveedor.CargoContacto,Proveedor.FonoContacto,Proveedor.MailContacto,Items.Cantidad,Items.Listado,CategoriaProducto,FechaProcesamiento,NombreProductoGenerico,EspecificacionComprador,EspecificacionProveedor,CodigoOrganismoPublico,NombreOrganismoPublico,Monto
1057476-365-CM26,CARGA TARJETAS COLINA Y SAN JOAQUIN MARZO 2026,12,Recepción Conforme,,El ID de la Orden de Compra (1057476-365-CM26) debe señalarse en el folio de la referencia (código 801) de la factura. De lo contrario será rechazada.,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,115234.0,0.0,2304689.0,19.0,415996.0,2605451.0,,CL,12,2,2026-04-16T10:42:24.833,2026-04-16T11:30:45.987,2026-04-16T16:53:26.53,,2026-04-16T10:55:00,7044,INSTITUTO PSIQUIATRICO DR JOSE HORWITZ BARAK,61.608.003-2,1057476,Bienes y Servicios,Servicio Público,Avenida La Paz #841,Recoleta,Región Metropolitana de Santiago,CL,ISABEL AEDO SOTO,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 2304689.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 2304689.0}]",ALIMENTACION,2026-04-23T16:35:00.024985,,,,,,
3446-73-CM26,"22 01 001 ""PARA PERSONAS"" CC00035010"" ",12,Recepción Conforme,,"ADQUISICIÓN DE TARJETA DE ALIMENTACIÓN PARA BENEFICIO DEL PERSONAL.
SIC SIGLE N.°343210
OC SIGLE N.°336253",9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,44228.0,0.0,884564.0,19.0,159664.0,1000000.0,FONDOS INTERNOS,CL,12,2,2026-04-01T09:59:14.33,2026-04-15T15:27:00.29,2026-04-17T12:28:16.477,,2026-04-17T10:27:00,111870,DIVISION LOGISTICA DEL EJERCITO,61.101.028-1,4367,Escuela de Montaña - ESCMÑA,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| COLEGIOS PROFESIONALES,"Ruta CH60, Kilómetro 80, sin número, Río Blanco",Los Andes,Región de Valparaíso ,CL,IÑIGO SAN JUAN PERNAR,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 884564.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 884564.0}]",ALIMENTACION,2026-04-23T16:35:00.024985,,,,,,
1057473-130-SE26,Recarga Tarjeta de Alimentación ,12,Recepción Conforme,,"Recarga Tarjeta Alimentación abril 2026. Turno Extras, Contratos, Omisiones, Otros 

Referente Técnico: Mairon Quiroz mairon.quiroz@samu.cl

FACTURAR UNA VEZ EMITIDA RECEPCIÓN CONFORME EN PORTAL MERCADO PÚBLICO				
1.Incorporar campo 801 N° de OC.				
2.Enviar en formato XML dipresrecepcion@custodium.com				",8,SE,CLP,7,Recepción Conforme,1,4.767676767676767,99,333361.0,0.0,6667227.0,19.0,1203435.0,7537301.0,204,Other,22,2,2026-04-15T16:59:45.683,2026-04-16T10:20:46.37,2026-04-16T15:43:31.27,,2026-04-15T17:08:00,1549752,Centro Metropolitano de Atención Prehospitalaria,61.999.030-7,1057473,Bienes y Servicios,Servicio Público,Sin dirección Registrada para Unidad de Compra,Santiago,Región Metropolitana de Santiago,Other,Myriam Concha,Encargada de Abastecimiento,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93151500, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Administración y finanzas públicas / Administración pública', 'CodigoProducto': 93151507, 'Producto': 'Procedimientos o servicios administrativos', 'EspecificacionComprador': 'Recarga Tarjeta de alimentación abril 2026\r\nTurnos extras, Contratos , Omisiones, Otros. ', 'EspecificacionProveedor': 'Recarga Tarjeta de alimentación abril 2026\r\n', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 6667227.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 6667227.0}]",ALIMENTACION,2026-04-23T16:35:00.024985,,,,,,
1057473-134-SE26,Recarga Tarjeta de Alimentación,12,Recepción Conforme,,"Recarga Tarjeta Alimentación abril 2026. Turno Extras, Contratos, Omisiones, Otros 

Referente Técnico: Mairon Quiroz mairon.quiroz@samu.cl

FACTURAR UNA VEZ EMITIDA RECEPCIÓN CONFORME EN PORTAL MERCADO PÚBLICO				
1.Incorporar campo 801 N° de OC.				
2.Enviar en formato XML dipresrecepcion@custodium.com				",8,SE,CLP,7,Recepción Conforme,1,4.767676767676767,99,88109.0,0.0,1762185.0,19.0,318074.0,1992150.0,206,Other,22,2,2026-04-17T08:53:02.113,2026-04-17T16:23:15.373,2026-04-20T15:09:26.16,,2026-04-17T16:15:00,1549752,Centro Metropolitano de Atención Prehospitalaria,61.999.030-7,1057473,Bienes y Servicios,Servicio Público,Sin dirección Registrada para Unidad de Compra,Santiago,Región Metropolitana de Santiago,Other,Myriam Concha,Encargada de Abastecimiento,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93151500, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Administración y finanzas públicas / Administración pública', 'CodigoProducto': 93151507, 'Producto': 'Procedimientos o servicios administrativos', 'EspecificacionComprador': 'Recarga Tarjeta de alimentación abril 2026\r\nTurnos extras, Contratos , Omisiones, Otros. ', 'EspecificacionProveedor': 'Recarga Tarjeta de alimentación abril 2026\r\n', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 1762185.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 1762185.0}]",ALIMENTACION,2026-04-23T16:35:00.024985,,,,,,
2139-328-CM26,Beneficio Alimentación mes de marzo ,12,Recepción Conforme,,Orden de Compra codigo: 2139-328-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,335798.0,0.0,6715966.0,19.0,1212232.0,7592400.0,,CL,12,2,2026-04-14T12:02:11.853,2026-04-14T16:58:07.503,2026-04-15T14:54:39.93,,2026-04-15T12:25:00,7104,SERVICIO SALUD DEL RELONCAVI,61.602.312-8,3134,HOSPITAL DE PALENA,,PUDETO 647 ,Palena,Región de los Lagos ,CL,Alejandra Jara Rogel,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 6715966.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 6715966.0}]",ALIMENTACION,2026-04-23T16:35:00.024985,,,,,,
1171142-1641-SE26,SUMINISTRO DE TARJETA DE ALIMENTACION PARA FUNCIONARIOS DEL SERVICIO DE SALUD ARAUCANIA SUR DESDE 1175-209-LR24,4,Enviada a proveedor,,"CDP /2026
SUMINISTRO DE TARJETA DE ALIMENTACION PARA FUNCIONARIOS DEL SERVICIO DE SALUD ARAUCANIA SUR DESDE 1175-209-LR24",8,SE,CLP,1,Nueva orden de compra,1,4.767676767676767,99,3109971.0,0.0,64123109.0,19.0,11592496.0,72605634.0,,Other,7,2,2026-04-23T11:31:33,2026-04-23T14:17:22.71,,,2026-04-23T11:36:00,1759990,HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS,62.000.830-3,1171142,HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS,HOSPITAL,Sin dirección Registrada para Unidad de Compra,Padre Las Casas,Región de la Araucanía ,Other,BENJAMIN ALEXIS PAILLAN COÑOMAN,COMPRADOR,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93131600, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición', 'CodigoProducto': 93131608, 'Producto': 'Servicios de suministro de alimentos', 'EspecificacionComprador': 'SUMINISTRO DE TARJETAS DE ALIMENTACION PARA FUNCIONARIOS DEL SERVICIO DE SALUD ARAUCANIA SUR \r\nDESDE 1175-209-LR24', 'EspecificacionProveedor': 'SUMINISTRO DE TARJETAS DE ALIMENTACION PARA FUNCIONARIOS DEL SERVICIO DE SALUD ARAUCANIA SUR DESDE 1175-209-LR24', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 64123109.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 64123109.0}]",ALIMENTACION,2026-04-23T18:25:05.633239,,,,,,
1510-113-CM26,Orden de Compra: 1510-113-CM26,6,Aceptada,,Orden de Compra codigo: 1510-113-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,4,Aceptada,1,4.767676767676767,99,168000.0,0.0,1400000.0,0.0,0.0,1232000.0,125,CL,12,2,2026-04-22T15:45:09.237,2026-04-22T16:50:21.59,2026-04-23T15:20:59.983,,2026-04-22T15:55:00,7275,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE MALLECO,60.511.091-6,2506,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE MALLECO,,Lautaro 226 - 3er.Piso - Angol,Angol,Región de la Araucanía ,CL,Magaly del Rosario Valenzuela Ferrada,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 1400000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 1400000.0}]",VESTUARIO_Y_CALZADO,2026-04-23T19:31:15.067669,,,,,,
545598-237-CM26,Orden de Compra: 545598-237-CM26,6,Aceptada,,Orden de Compra codigo: 545598-237-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,4,Aceptada,1,4.767676767676767,99,2337400.0,0.0,40300000.0,0.0,0.0,37962600.0,,CL,12,2,2026-04-12T18:56:58.96,2026-04-22T17:12:06.697,2026-04-23T15:26:12.057,,2026-04-22T17:11:00,1088974,CORP MUNICIPAL DE CASTRO PARA LA EDUCACION SALUD Y ATENCION AL MENOR,71.149.700-5,545598,corpocas,"ESTABLECIMIENTOS DE ENSENANZA PRIMARIA| EDUCACION EXTRAESCOLAR (ESCUELA DE CONDUCCION, MUSICA, MODELAJE, ETC)",O’Higgins  557,Castro,Región de los Lagos ,CL,INGRID ANDREA VERA OYARZO,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'SUPERMERCADO -  ', 'EspecificacionComprador': '(1964921) SUPERMERCADO -  ', 'EspecificacionProveedor': '(1964921) SUPERMERCADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,8%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 40300000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 40300000.0}]",SUPERMERCADO,2026-04-23T19:31:15.067669,,,,,,
4173-95-CM26,Tarjeta Alimentación,4,Enviada a proveedor,,Orden de Compra codigo: 4173-95-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA. Ord N° 108.-,9,CM,CLP,1,Nueva orden de compra,1,4.767676767676767,99,8846.0,0.0,176913.0,19.0,31933.0,200000.0,,CL,12,2,2026-04-22T15:12:26.817,2026-04-23T15:08:59.533,,,2026-04-23T15:09:00,124198,Ilustre Municipalidad de Quirihue,69.140.100-6,5092,Educación,OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Esmeralda	699	,Quirihue,Región del Ñuble,CL,Jaime  Bustos Sanhueza,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 176913.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 176913.0}]",ALIMENTACION,2026-04-23T19:31:15.067669,,,,,,
1057388-173-CM26,TARJETAS DE ALIMENTACION,6,Aceptada,,Orden de Compra codigo: 1057388-173-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,4,Aceptada,1,4.767676767676767,99,567630.0,0.0,11352605.0,19.0,2049145.0,12834120.0,,CL,12,2,2026-04-22T17:28:40.22,2026-04-22T17:33:57.1,2026-04-23T14:28:04.96,,2026-04-22T17:31:00,7465,SERVICIO NACIONAL DE SALUD HOSPITAL PUREN,61.602.224-5,1057388,Bienes y Servicios,Servicio Público,Bienes y Servicios,Purén,Región de la Araucanía ,CL,ERIKA DEL CARMEN GARCES LLAO,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 11352605.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 11352605.0}]",ALIMENTACION,2026-04-23T19:31:15.067669,,,,,,
3172-95-CM26,RECARGA ALIMENTACIÓN PERSONAL DEPARTAMENTO CUARTELES L.1. MES DE ABRIL 2026,6,Aceptada,,,9,CM,CLP,4,Aceptada,1,4.767676767676767,99,110924.0,0.0,2218487.0,19.0,400437.0,2508000.0,22.01.001.002,CL,12,2,2026-04-22T10:26:24.857,2026-04-22T17:49:13.82,2026-04-23T15:22:12.933,,2026-04-22T15:15:00,113812,DIRECCION DE LOGISTICA DE CARABINEROS,61.938.500-4,4093,Depto.Cuarteles L.1,,"Av. Bernardo O'higgins Nº 1196, Pis",Santiago Centro,Región Metropolitana de Santiago,CL,Estefanía Ramos,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 2218487.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 2218487.0}]",ALIMENTACION,2026-04-23T19:31:15.067669,,,,,,
4343-126-CM26,Carga de tarjetas Edenred a funcionarios Abril 2026,12,Recepción Conforme,,Orden de Compra codigo: 4343-126-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,970000.0,0.0,19400000.0,19.0,3501700.0,21931700.0,,CL,12,2,2026-04-13T10:27:06.75,2026-04-13T11:06:26.14,2026-04-13T17:36:48.95,,2026-04-13T10:29:00,7262,SERVICIO DE SALUD DEL MAULE HOSPITAL SAN JAVIER,61.606.912-8,5260,ABASTECIMIETO HSJAVIER,HOSPITALES Y CLINICAS,RIQUELME 1131,San Javier,Región del Maule ,CL,Hugo Garrido Rios,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 19400000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 19400000.0}]",ALIMENTACION,2026-04-23T19:31:15.067669,,,,,,
1000813-122-AG26,FI_ ADQUISICION DE TARJETA GIFT CARD PARA EL CASINO MILITAR DE SUBOFICIALES DE LA 4TA BRIACO compra ágil: 1000813-125-COT26,4,Enviada a proveedor,,"FI_ ADQUISICION DE TARJETA GIFT CARD PARA EL CASINO MILITAR DE SUBOFICIALES DE LA 4TA BRIACO
550080 - 1100035011 - 2201001
SIC N° 343959 OC SIGLE N° 337085
RESPONSABLE: MICHAEL MEZA
PLAZO ENTREGA: 5 DIAS HABILES ADM.
GIRO: DEFENSA
AL MOMENTO DE EMITIR LA FACTURA SE DEBEN INCLUIR LOS DATOS DE CUENTA PARA PODER EFECTUAR EL PAGO DE CORRECTA FORMA
",13,AG,CLP,1,Nueva orden de compra,1,4.767676767676767,99,0.0,0.0,6900000.0,0.0,0.0,6900000.0,FONDOS INTERNOS,Other,7,2,2026-04-22T10:05:14.45,2026-04-23T15:57:21.85,,,2026-04-23T10:44:00,111870,DIVISION LOGISTICA DEL EJERCITO,61.999.040-4,1000813,"Jef Adm y Logística - Campo Militar ""Austral""",Defensa,,Punta Arenas,Región de Magallanes y de la Antártica,Other,MICHAEL MEZA,RESPONSABLE DE LA COMPRA,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,Las Condes,Región Metropolitana de Santiago,Other,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93131600, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición', 'CodigoProducto': 93131608, 'Producto': 'Servicios de suministro de alimentos', 'EspecificacionComprador': 'GIFT CARD ABIERTA', 'EspecificacionProveedor': 'GIFT CARD ABIERTA', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 6900000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 0.0}]",ALIMENTACION,2026-04-23T20:21:46.250791,,,,,,
